ID;Puntuación;Porcentaje;Dirección;Guión;Argumento;Género;Duración;Título
tt10013072;6.7;67.0;Brendan Mitchell;['Brendan Mitchell', 'Gabriel Mercado', 'Frankie Pozos'];YouTubers Brendan Mitchell and his pint-sized sidekick Gabriel Mercado make their long-awaited return to Sin City. They double-down with new crew members and a mysterious fanny pack.;['Documental', 'Comedia'];78.0;Out and About Movie 2: Las Vegas Adventure
tt10010836;;;Nathan Raine;['Nathan Raine'];;['Comedia'];4.0;How Father Lawrence Briefly Considered a Career in Landscaping
tt10011244;5.6;56.0;Nick Gatsby;['Nick Gatsby'];The Tenant continuously fails to escape his deadly apartment in under 5 minutes.;['Comedia', 'Fantasía', 'Terror'];51.0;My Neighbor Wants Me Dead
tt10010790;;;Bobby Friedman;['Bobby Friedman'];"Life is kind of funny sometimes. ""Under Cover Comic"" is the story of a family man who, after a strange brush with death, decides to pursue stand-up comedy. In the film, he grapples with push and pull between family, passion, and the frailty.";['Comedia'];19.0;Under Cover Comic
tt10009342;;;Chunxiao Li;['Tingna Guan', 'Yishan Jiang', 'Xiaobao Song'];;['Comedia', 'Romance'];85.0;Trouble Makers
tt10009332;;;Logan Yuzna;['Diana Lado'];;['Comedia'];;The Right Reasons
tt10015432;7.0;70.0;Sergey A.;['Sergey A.'];The main character named Dima Maslennikov is sent to the eerie forest to shoot the next episode of his show. However, the filming is not going according to plan. The flock of bloodthirsty sharks started hunting at Dmitriy.;['Acción', 'Comedia', 'Terror'];50.0;Forest of the Dead Sharks
tt10014328;;;Amanda Hinkley;['Amanda Hinkley'];When Emma's boyfriend leaves for a guys' night, her deepest insecurities and wildest fears about their relationship come to life before her very eyes.;['Comedia', 'Drama'];;Uncertainship
tt10014508;;;Lisa Crnic;['Lisa Crnic', 'Eirinn Disbrow'];Three social media obsessed girls attempt to go camping in the desert, but things take a dark turn when their cell phones go missing and they are forced to survive without them.;['Comedia'];7.0;Girls Gone Camping
tt10014298;;;Arepo;['Arepo', 'Alberto Bona', 'Federico Cicardi'];A relaxing walk in the countryside unexpectedly turns into an existential mystery.;['Comedia', 'Drama'];5.0;Piercing Stillness
tt10016502;5.7;57.0;Dakhil Al-Nabhan;['Maziad Al-Muasharji'];As Eisa and his friend Marwan travel through time to the year 2038, he falls in love with Rawan who leads a group of rebellions against Seri, a company that produces robots.;['Comedia', 'Fantasía'];88.0;Back from 2038
tt10015596;8.5;85.0;Sergey A.;['Sergey A.'];In an ordinary village there is a present unknown evil, from which there is no mercy.;['Comedia', 'Fantasía'];4.0;Toilet of Satan
tt10017566;5.0;50.0;Helmi Yusof;['Nurul Salajuddin', 'Helmi Yusof'];As Bidin tries to convince his Thai girlfriend's family to let him marry her, he also has to settle an issue between him and an old enemy of his.;['Acción', 'Aventura', 'Comedia'];94.0;Bikers Kental 2
tt10019160;;;Hayley Tibbenham;['Hayley Tibbenham'];When Alice, a plus-sized, jaded and seemingly insecure teenage girl, moves to a small town in northern Michigan, she develops a budding romance with Elliot, a sunny high school golden boy. However, this romance quickly leads to the discovery that she is not some washed-out stereotype, but something farthest from it.;['Comedia', 'Drama'];14.0;Inhuman
tt10016376;;;Ambika Leigh;['Jason Lesner'];A quiet and socially awkward introvert finds his life turned upside down when a loud and gregarious homeless man invades his favorite lunch spot and opens up about his sex life.;['Comedia'];;Rude
tt10017956;6.8;68.0;Qasim Khallow;['Qasim Khallow', 'Sumit Gupt'];La joven Enakshi es diagnosticada con alopecia cuando empieza a perder su pelo.;['Comedia', 'Drama'];110.0;Gone Kesh
tt10021774;;;Paul Seligmann Jordan;['Paul Seligmann Jordan'];Monica's an ambitious, socially awkward, private practice lawyer married to Farah, her brilliant (but messy) family therapist wife. Their marriage is normally a comedy act and the lesbian dating app Cuddles, is about to turn their already zany lives upside down.;['Comedia'];16.0;Cuddles Comedy - 17:12
tt10022374;;;Faisal Al-Jadir;['Faisal Al-Jadir'];A director of a failing theatre company finds himself in a quandary after he uncovers a sinister plot.;['Comedia', 'Crimen'];19.0;I Stem the Tide
tt10021478;7.8;78.0;Subash Koirala;['Aakash Baral', 'Binod Khatiwada', 'Subash Koirala'];;['Comedia'];;Garud Puran
