ID;Puntuación;Porcentaje;Dirección;Guión;Argumento;Género;Duración;Título
tt10152110;;;Gino Palummo;['Gino Palummo'];;['Misterio'];;Quac - Quando un'anatra compare
tt10167418;;;Adrian Ollé-Laprune;['Odile Lescas', 'Adrian Ollé-Laprune'];;['Misterio'];112.0;Rouge comme le sang
tt10228412;;;Wes Sutton;['Alvin Hysong', 'Wes Sutton'];A new day, a perfect family, a new job, it all begins and ends with Waking up.;['Drama', 'Misterio'];7.0;Wake Up
tt10287470;;;Avinash Natarajan;['Avinash Natarajan', 'Neha Roa'];;['Drama', 'Misterio'];;Naimisham
tt10394930;;;Igor Ryabchuk;['Fedor Boiko', 'Igor Ryabchuk'];Can you get rid of the masks that society forces you to wear?;['Misterio'];3.0;Knock
tt10457484;;;Yue Yang;['Vivi Miao'];;['Misterio', 'Suspense'];67.0;Bijini jing hun ye
tt0137204;8.5;85.0;Anthony Harrison;['Anthony Harrison'];Simple-minded Joseph Briteman breaks a golden rule of his 'life skills' program when he walks away unsupervised to rescue his long lost baby sister.;['Animación', 'Aventura', 'Comedia'];83.0;Joe Finds Grace
tt0498381;4.5;45.0;F. Javier Gutiérrez;['David Loucka', 'Jacob Estes', 'Akiva Goldsman'];Una joven se encuentra en el extremo receptor de una terrible maldición que amenaza con acabar con su vida en 7 días.;['Drama', 'Terror', 'Misterio'];102.0;Rings
tt10037098;;;Trent Welstead;['Trent Welstead'];The various elements of a young man's mind are projected and analyzed, providing a snapshot into the oddities and inconsistencies of existence.;['Biografía', 'Misterio'];8.0;Brainstorm
tt10045134;;;Alexei Kostin;['Olga Ivanova', 'Alexei Kostin', 'Vyacheslav Rudenko'];A woman named Sasha has not returned to her native home for two decades. But she must return, due to the tragic and mysterious death of her parents.;['Drama', 'Terror', 'Misterio'];92.0;Inside the Walls
tt10050010;;;Samuel McIntosh;['Samuel McIntosh'];Inspired by the poem 'So You Want To Be A Writer' by Charles Bukowski.;['Misterio'];14.0;So You Want To Be A Writer?
tt10084288;;;Amadeo Rivas;['Rachel Huron', 'Amadeo Rivas'];A drama comedy about a Detective who struggles to spend time with his wife while juggling a high profile murder case.;['Misterio'];7.0;Blue Blood
tt10101516;;;Karan Chawla;['Karan Chawla'];It is a story of a family who is worried about their daughter named Siya who is missing after the party she had visited her friend's place. Her mother called her as she said she will return in two days but her mother does not get any response and so she gets more worried. Mother convinces her husband to call the police and to look into the matter. When her brother Jim... Leer todo;['Crimen', 'Misterio'];;Ploy
tt10148098;;;Valérian Cadici;['Valérian Cadici'];;['Misterio'];;La frontière
tt10155592;;;Mohsen Heydarpour;['Ali Kharazmi', 'Mohammad Heydarpour', 'Asghar Yarahmadi'];The paradox is not always dangerous Sometimes he can take risks and lives.;['Misterio'];32.0;The Last Paradox
tt10213512;;;Geoffroy Muller;['Geoffroy Muller'];;['Misterio'];;Songez au Solide
tt10223518;;;Alejandro Cervantes Polanco;['Emiliano López Pereda', 'Alejandro Cervantes Polanco', 'Guillermo Cervantes Polanco'];;['Misterio'];5.0;El Casero
tt10235536;;;Babor Lelefan;['Babor Lelefan', 'Vincent Tondeur'];Phillipp Morraton, an adventurer who seeks answers about his terrible childhood tragedy, get lost in Waltimut forest. The strange vampires that live in a castle there will play with his nerves.;['Aventura', 'Comedia'];6.0;L'Antichambre
tt10245946;;;Arri Biker;['Arri Biker'];Man walking his dog on the beach becomes veiled in a paranormal event.;['Misterio'];5.0;Man on the Sand
tt10300082;;;Michael R. Shea;['Michael R. Shea'];;['Misterio'];5.0;The Cross at the Gem
tt10314678;;;Kailani D'Amour;"[""Kailani D'Amour""]";A young housewife's desperate search for her son uncovers a deeper issue within.;['Drama', 'Misterio'];;Memories
tt10334460;;;Jeremy Tichy;['Jeremy Tichy'];;['Acción', 'Comedia'];;Hledaci Ztracené Historie: Vzkaz Mrtvého Muze
tt10363864;;;Elvert Bañares;['Elvert Bañares'];While writing his new book, an author tries to find his voice while hearing others as a result. Fact or fiction?;['Misterio'];1.0;Ang may akda
tt10397962;9.0;90.0;Githen Kiruba;['Githen Kiruba'];An encounter between a psycho killer and a therapist.;['Misterio'];14.0;Kuviyam
tt10461578;;;Victor Outón;['Victor Outón', 'Norberto Trujillo B.'];;['Misterio', 'Ciencia ficción'];2.0;Japón 2084
tt10518750;;;David G. Delser;['David G. Delser'];SOME PEOPLE UNDERSTAND THAT IMAGINATION IS THE SOURCE OF EVERYTHING THAT EXISTS, WITHOUT LIMITS. THEY BELIEVE THAT WHATEVER ENTERS THE IMAGINATION AND STAYS THERE WILL END UP BECOMING THEIR REALITY, IF THEY ARE ABLE TO FEEL IT, OF COURSE... ARE YOU ONE OF THEM?;['Biografía', 'Fantasía'];15.0;La última aventura de Jan Europa
tt0859635;6.0;60.0;Jay Chandrasekhar;['Jay Chandrasekhar', 'Kevin Heffernan', 'Steve Lemme'];Cuando surge una disputa fronteriza entre EEUU y Canadá, los Súper Tropas tienen la tarea de establecer una estación de Patrulla de Caminos en el área disputada.;['Comedia', 'Crimen', 'Misterio'];100.0;Supermaderos 2
tt10006452;;;Gabriela Buchanan;['Craig Thorpe', 'Ben Wood'];A man struggles to separate his fantasies from everyday life.;['Comedia', 'Misterio'];;The Mind's Eye
tt10009798;;;Angel Janer;['Angel Janer'];;['Misterio'];13.0;Apartamento 4
tt10022338;;;Gemadipada;['Gemadipada', 'Prabu Genta', 'Mika Savitri'];;['Drama', 'Misterio'];;I Love When You Sing to Me
tt10026892;;;Rubén Méndez;['Rubén Méndez', 'José Ignacio Tofé'];;['Misterio'];10.0;Las fotos de comunión
tt10031930;;;Abhishek Bist;['Abhishek Bist'];"What if... The Concept of Free Will, doesn't exist? What if... The Choices, are preordained? What if... The Destination, is the origin? What if... Everything, is nothing? What if... There is a Glitch? ""Déjà vu is the feeling that the situation currently being experienced has already been experienced in the past."" What if... Déjà vu is the Glitch? And our Brain is just... Leer todo";['Terror', 'Misterio'];12.0;Deja Vu
tt10039976;;;Mykola Yeriomin;['Mykola Yeriomin'];A bored man tries to change the channel.;['Comedia', 'Terror'];7.0;De oom op zoek naar mysterie (The Uncle in Search of Mystery)
tt10047356;5.6;56.0;Roland Busch;['Klaus Korman', 'Klaus Uhlenbrock'];When Commissioner Karen Leymann is called to the crime scene in the ice cellar of Altenberge, she does not suspect that her life will change as well. The corpse, a man of about 50, is said to have been lying there for about 140 years in a randomly rediscovered part of the basement. However, the body is not decayed and it still bleeds. Karen and her colleagues can not ... Leer todo;['Misterio'];92.0;Eises Kälte - Frozen in Time
tt10056534;;;Kristin Pamela Walton;['Kristin Pamela Walton'];A little girl and her vanishing stuffed animals.;['Misterio'];2.0;What is Happening
tt10071236;;;Brandon Lees;['Brandon Lees'];;['Misterio'];3.0;The Hatstand
tt10100142;;;Igor Aleksov;['Aleksandar Rusjakov'];Marko is a vampire who suddenly starts to dream and wake up before the sunset...;['Drama', 'Misterio'];20.0;Dream of Blood and Soul
tt10111124;;;Abby Victor;['Abby Victor'];Destiny interferes when you least expect it. Destiny, a young professional, found herself working for a big corporate business right out of college. A mysterious, unknown messenger suddenly interrupts her usual daily schedule. This messenger repeatedly texts Destiny, reminding her of what she really wants in life. These messages cross over into the physical world as w... Leer todo;['Misterio'];5.0;Meddling With Destiny
tt10115210;;;Phillip Chbeeb;['Phillip Chbeeb', 'Mark Holzum'];;['Misterio'];;Underfoot
tt10119044;;;Luiis Hule;['Luiis Hule'];Rachel wakes up and quickly realizes something is wrong...;['Terror', 'Misterio'];2.0;Breathe
tt10121698;;;Sarah Mann;['Sarah Mann'];;['Misterio'];;Figments
tt10125282;;;Xianoo Khan;['Xianoo Khan'];"A writer is woken up by an uninvited guest who questions him for his 'doings' - and then asking for reconsidering them; leading to consequences they both are unaware of.";['Misterio'];9.0;The Knock
tt10131252;;;Fraser Pemberton;['Fraser Pemberton'];A woman plagued by the memory of her mother's suicide attempts to reconnect with her estranged father after meeting a cryptic stranger one evening who incites her to confront the past before time runs out.;['Drama', 'Familiar'];14.0;Hourglass
tt10131392;;;Iver Neset;['Carl Ingebretsen', 'Iver Neset', 'Edvard Stein'];Three curious Norwegians explore haunted places in Malta to find out if ghosts are real. Along their journey, philosophical differences and ingrained fears reveal themselves.;['Documental', 'Comedia'];;Maltesiske Fenomener
tt10178906;3.8;38.0;Yu Tang;['Yu Tang'];;['Misterio', 'Suspense'];95.0;Bing feng mí an
tt10184210;;;Courtney Bush;['Courtney Bush'];;['Comedia', 'Misterio'];9.0;Kim Bush's Abduction
tt10192860;;;Casey Reynolds;['Casey Reynolds'];;['Misterio'];;Nooskool
tt10200672;;;Julian Merrill;['Rochelle Ratner'];A young woman attempts to investigate the circumstances surrounding a mysterious girl in a photograph.;['Terror', 'Misterio'];6.0;Mystery Ten
tt10204862;;;Nathaniel Draper;['Nathaniel Draper'];A man dying to get a grip on the situation loses his way in a river of overheard whispers and blurred faces. A need to make sense at all costs. The goings and comings in state-of-emergency Paris.;['Misterio'];25.0;Moricand in Belleville
tt10217452;;;Jinshang Huang;;;['Crimen', 'Misterio'];86.0;Ghostmist Island
tt10253014;;;Homero B.S. Filho;['Homero B.S. Filho'];Elias is an I.T. technician about to start an overnight job. He believes that he's totally alone in the building. That is, until he meets Mayara.;['Drama', 'Misterio'];19.0;Desamparo
tt10260028;;;Ziming Du;;;['Misterio', 'Suspense'];82.0;Lost in Time
tt10260386;;;Suo He;;;['Crimen', 'Misterio'];63.0;The Guilt II
tt10260370;;;Suo He;;;['Crimen', 'Misterio'];70.0;The Guilt I
tt10260398;;;Suo He;;;['Crimen', 'Misterio'];61.0;Zui tu 3 zhi Zhengyi guize
tt10268246;;;Safia Benhaim;['Jonathan Capdevielle'];A hunter, a deer's call, a thick fog swallowing a forest... The vision of an haunted memory : a friend, obsessed by the hunting of a stag, penetrating the heart of the forest and disappearing without a trace. Shot as a documentary, in the Cévennes Hills in southern France, Dark Blood morphs into a fantasy tale that tries to figure out a hunter's dizzying obsession for... Leer todo;['Documental', 'Fantasía'];38.0;Dark Blood
tt10275930;;;Ryan Burkhard;['Amanda Paige Michaels', 'Bobby J. Watson'];;['Misterio'];7.0;The Devil's Rebuttal
tt10295596;;;Sheng Wang;;;['Crimen', 'Misterio'];97.0;White Nights
tt10309212;5.2;52.0;Kenan Zeynalov;['Kenan Zeynalov'];Nuray lost Farid two months ago. She makes her mind to write a new love story. So, she wants to use Firuza's diary. Firuza was mysteriously murdered 34 years ago. When reading the diary Nuray finds out that one sheet of the diary is missing.;['Crimen', 'Drama', 'Misterio'];75.0;Qaranliq
tt10323670;;;Martin Mirzoyan;['Martin Mirzoyan'];;['Drama', 'Misterio'];;Azure
tt10322784;7.8;78.0;Luis Fernando Del Angel;['Luis Fernando Del Angel'];The murders in the areas surrounding the Aldrich house have started, the illusionist is stronger than ever and trying to find the only missing object to carry out his plan, the darkness is coming.;['Aventura', 'Fantasía', 'Misterio'];97.0;El Encanto de la Oscuridad: Parte 2
tt10331478;;;Yilin Dai;['Yunchuan Wang'];Poisoned corpses along the streets and rampant illness throughout the city -- the Qing Dynasty is fading fast, and along with it Shengjing City has become unrecognizable. Local resident Zhang Xiaozhi's great-grandfather was a tomb builder, and now Zhang is the last of his line to still know the way to the Water Palace Tomb hidden deep beneath the city's four pagodas. ... Leer todo;['Comedia', 'Fantasía', 'Misterio'];90.0;Bao ta zhen he yao
tt10333742;;;Bo Yao;['Lin Gao'];;['Misterio'];62.0;The Undead Detective
tt1034415;6.7;67.0;Luca Guadagnino;['Dario Argento', 'Daria Nicolodi', 'David Kajganich'];Se arremolina en el centro de una reconocida compañía de danza una oscuridad que devorará al director artístico - un joven bailarín ambicioso - y a un psicoterapeuta en duelo. Algunos sucumbirán a la pesadilla. Otros finalmente despertarán.;['Drama', 'Fantasía', 'Terror'];152.0;Suspiria
tt10349840;;;Yuan Li;['Ana Roza Cimperman', 'Adam Franek'];Cris is a young man suffering from depression after losing his hearing in a car accident. One day while wandering the streets he meets Sarah, a blind painter, who gives him a new outlook on life.;['Drama', 'Misterio'];15.0;Recover
tt10380514;;;Marlon Morales;['Marlon Morales'];A dark and rainy night brings old demons alive while Adán invites his oppressive mother to a special dinner.;['Drama', 'Terror'];11.0;Cortando Sangre
tt10379854;;;Gabriella Sipe;['Gabriella Sipe'];When an aspiring author struggles to conclude her first mystery novel, the characters decide to offer their own suggestions.;['Misterio'];11.0;Writer's Block Party
tt10392384;;;Adam Townsend;['Alex Winder'];;['Crimen', 'Misterio'];14.0;Le Grand Melanger
tt10393822;;;Shay McCleavy;['Shay McCleavy'];After a young runaway arrives on his doorstep, a detective must decide how and if he can get her to safety.;['Crimen', 'Misterio'];5.0;Celeste
tt10417758;;;William Kountz;['Loren Henley', 'William Kountz', 'Keelyn McAnarney'];A detective gets assigned a new case, but things are not as they seem.;['Misterio'];3.0;Reckoning
tt10432508;;;Devin Dillon;['Devin Dillon'];A young man hears strange noises while working overnight at a storage lot.;['Terror', 'Misterio'];;Storage
tt10434354;;;Rio De Santo;['Rio De Santo'];Trapped in his short-term memory, a young man's surroundings abruptly shift and change while he struggles to embrace something that will last within his temporary world.;['Drama', 'Misterio'];13.0;Stuck in Temporary
tt10442076;;;Shivesh Ranjan;['Shivesh Ranjan'];A random coffee meeting turns into a planned setup which unveils the bitter truth of the 'burgling' world.;['Misterio'];11.0;Xyz
tt0385887;6.8;68.0;Edward Norton;['Edward Norton', 'Jonathan Lethem'];En el Nueva York de los años 50, un solitario detective privado afectado por el síndrome de Tourette se aventura a resolver el asesinato de su mentor y único amigo.;['Crimen', 'Drama', 'Misterio'];144.0;Huérfanos de Brooklyn
tt0837563;5.7;57.0;Kevin Kölsch;['Stephen King', 'Matt Greenberg', 'Jeff Buhler'];Louis Creed, su mujer Rachel, y sus dos hijos se mudan a un hogar rural donde oyen historias sobre un cementerio de mascotas cercano. Cuando su gato es atropellado, lo entierran en el misterioso cementerio, que demostrará a los Creed que, a veces, la muerte es lo mejor.;['Terror', 'Misterio', 'Suspense'];100.0;Cementerio de animales
tt10004822;;;Ryan Henry Knight;['Ryan Henry Knight'];A girl haunted by grief is reconnected with her estranged sister as they come to terms with the dark truth behind their distanced relationship.;['Drama', 'Misterio'];16.0;Ludere
tt10006124;6.1;61.0;David Banta-Garcia;['David Banta-Garcia', 'H.P. Lovecraft'];Un viajero se encuentra en un oscuro y extraño viaje hacia la localidad de Innsmouth.;['Fantasía', 'Terror'];33.0;Innsmouth x
tt10008974;;;Roshan Bhondekar;['Roshan Bhondekar'];A child is searching for happiness in her life, while looking at other children around the street, even the child have equal rights to wear clothes, eat food and have shelter.;['Familiar', 'Misterio'];3.0;The Shoes
tt10009908;;;Milo Hickey;['Milo Hickey'];A young woman has her pre conceptions challenged on a RIDESHARE much to her detriment.;['Aventura', 'Misterio'];8.0;Rideshare
tt10015812;6.2;62.0;Awi Suryadi;['Agasyah Karim', 'Khalid Kashogi', 'Awi Suryadi'];Alex, a new highschool student met Maggie, and become best friends. Suddenly weird things started to happen in their highschool.;['Drama', 'Terror', 'Misterio'];91.0;Death Whisper
tt10014298;;;Arepo;['Arepo', 'Alberto Bona', 'Federico Cicardi'];A relaxing walk in the countryside unexpectedly turns into an existential mystery.;['Comedia', 'Drama'];5.0;Piercing Stillness
tt10015418;6.6;66.0;Sungho Moon;['Naomi Hiruta'];Takatsuki Mirai suffered from a life threatening disease when he was young. Through donations and the compassion of acquaintances and strangers his life was turned around. On the down side he is consistently under the spotlight and, as a schoolboy, finds it hard to cope. When he decides for suicide solution a message arrives asking for the money back.;['Misterio'];112.0;Five Million Dollar Life
tt10014644;;;Justin McGriff;['Justin McGriff'];All Jessica ever wanted was to be #CoupleGoals but when she finds out that her and her boyfriend aren't on the same page she takes things into her own hands.;['Misterio'];;Pash
tt10022374;;;Faisal Al-Jadir;['Faisal Al-Jadir'];A director of a failing theatre company finds himself in a quandary after he uncovers a sinister plot.;['Comedia', 'Crimen'];19.0;I Stem the Tide
tt10021754;8.2;82.0;Eduardo P. Moreira;['Eduardo P. Moreira'];Leon finds a clue left by his missing father and departs in search to unravel the mystery about the past of his family.;['Drama', 'Misterio'];105.0;Incursão
tt10021928;6.9;69.0;Phoenix Vaughn;['Victor Boc', 'Phoenix Vaughn'];A successful but emotionally fractured woman must confront a horrific secret from her past when her daughter befriends a spirit haunting the cellar.;['Drama', 'Terror'];18.0;The Girl In The Cellar
tt10023328;;;Andrea Bertazzoli;['Andrea Bertazzoli', 'Davide Cristoni', 'Davide Stagni'];Three men have to meet at an house, but while they are blocked there for a snowstorm a dead body is found.;['Terror', 'Misterio'];14.0;Nessuno lasci la stanza
tt10036666;;;Jasper Pendergrass Jr.;['Jasper Pendergrass Jr.'];;['Misterio'];;Roman: What's your 'Unthinkable'
tt10037966;;;Jeremiah Alexis;['Jeremiah Alexis', 'Nazanin Homa', 'Joseph Petcka'];;['Misterio'];;Chatline
tt10045114;;;Andrew A. Popescu;['Andrew A. Popescu'];A woman searching for lost objects in a national park comes to realize that the lost whistle she found seems to have a strange connection to a string of mysterious disappearances.;['Misterio'];10.0;The Plaster Boy
tt10045632;;;Aysha Scott;['Aysha Scott'];After a long hard day of teaching, Mrs Armstrong marks her students work until a piece of paper on the floor catches her eye. When she goes to inspect the scrunched up piece of paper she discovers that it's a suicide note from one of her pupils. Her days of catholic teaching, suddenly becomes a hunting ground to save the vulnerable pupil, and it turns out that all wha... Leer todo;['Drama', 'Misterio'];13.0;Dismissed
tt10046208;6.3;63.0;Ezequiel Yanco;['Ana Godoy', 'Ezequiel Yanco'];A puma stalks Pueblo Nación Ranquel, an indigenous community in Argentina. Hunting is a rite of passage, and the older boys want to kill the puma. But Uriel chooses a different path.;['Drama', 'Misterio'];70.0;La vida en común
tt10068544;7.8;78.0;Masayuki Kojima;['Akihito Tsukushi'];After departing from Ozen's camp, Riko and Reg continue their journey, encountering more dangers as they descend further into the Abyss.;['Animación', 'Aventura', 'Fantasía'];110.0;Made in Abyss: Hôrô Suru Tasogare
tt10068158;7.4;74.0;Masayuki Kojima;['Akihito Tsukushi'];A girl named, Riko and her robot friend, Reg, journey down into a deadly, otherworldly chasm, known as the Abyss, in search of her lost mother.;['Animación', 'Aventura', 'Familiar'];119.0;Made in Abyss: Tabidachi no Yoake
tt10068942;;;Pardis Azizi;['Pardis Azizi'];A psychiatrist visits his last patient on the day he is relocating his office. Although everything seems to be going well, he knows there's something wrong.;['Misterio'];11.0;Glasses
tt10072442;;;Jean-Charles Moyen;['Jean-Charles Moyen', 'Mélanie Charest'];The investigations of two special agents who work in unclassified cases related to UFOs and extraterrestrial abductions. Their investigations take place in Quebec, and elsewhere, but the main place of history is at Mont Saint-Hilaire.;['Documental', 'Misterio', 'Ciencia ficción'];70.0;Rive-Sud Origine
tt10081728;5.7;57.0;Alex Cherney;['Alex Cherney'];A heartbroken millennial joins an experimental dating service and descends into their pleasure-filled reality.;['Misterio', 'Ciencia ficción'];85.0;Santamaria
tt10085840;;;Mahmoodreza Esmailizand;['Saeide Esmaeili'];;['Misterio'];;30 Days a Week
tt10087630;7.8;78.0;Jake Jones;['David Bohrnstedt'];Three friends reunite to seek closure from a traumatic experience they had witnessed as teenagers.;['Drama', 'Misterio'];25.0;Beyond the Leaves
tt10089692;9.2;92.0;Ryan Joseph Anderson;['Ryan Joseph Anderson'];;['Comedia', 'Misterio'];4.0;On the Way
tt10091514;6.8;68.0;Adrian Mora;['Adrian Mora'];;['Misterio'];;Huaquero: Profano de las Sombras
tt10091974;;;Lauren Mendoza;['Lauren Mendoza'];;['Misterio'];;Spirit Horse
tt10094692;;;Virginie Kahn;['Virginie Kahn'];Marion mysteriously appears in a clearing populated by marauding wolves. Attracted by the melody of a cello, a strange dream brings her to the heart of a wonderful forest.;['Fantasía', 'Misterio'];10.0;La Louve
tt10092736;5.4;54.0;Shugo Fujii;['Shugo Fujii'];One morning. Fuma wakes up on the bed with his only son Ren dazzling as usual. However it is something different from the others. The place they wakes is in the deep forest. Suddenly a monster attacks them who is Japanese traditional monster known as Namahage. At the same time, a car drives into the forest not far from them. A wadding planner is taking two lovers and ... Leer todo;['Terror', 'Misterio', 'Suspense'];84.0;Chô-gitai ningen
tt10094376;8.9;89.0;Vasile Berde Luca Stefan;['Vali Dimitriu', 'Vasile Berde Luca Stefan'];One night, a young woman is tormented by visions of an evil being after watching a horror film.;['Fantasía', 'Terror'];7.0;You First
tt10097544;5.8;58.0;Chong Zhang;['Chong Zhang'];Un joven guionista comienza a recuperar objetos valiosos de sus pesadillas de ser perseguido por un demonio. Venderlos lo hace rico.;['Drama', 'Fantasía', 'Misterio'];102.0;Super Me
tt10098374;4.1;41.0;Jin-seong Kim;['Jin-seong Kim'];A mystery melodrama which deals with the bizarre incidents that unfold in a mountain cabinet.;['Drama', 'Misterio', 'Romance'];82.0;Shuang sheng
tt10097530;5.6;56.0;Yu Wang;['Yu Du'];La hija de Bai fue secuestrada hace una década, lo que llevó a Chen a hacer votos por atrapar al culpable. Cuando la nieta de Li se enfrenta a una experiencia similar, Bai y Chen se reúnen, decididos a llevar al culpable ante la justicia.;['Crimen', 'Drama', 'Misterio'];94.0;The Guilty Ones
tt10098076;;;Jacob Harris;['Jacob Harris'];In dystopian Melbourne, a wandering, benevolent ghost must come to terms with her past.;['Drama', 'Fantasía'];10.0;The Spirit
tt10101088;;;Mia ScozzaFave;['Elizabeth Noelle Japhet', 'Mia ScozzaFave'];;['Misterio'];;Charlotte's Tea
tt10098050;7.2;72.0;Thomas Chrétien;['Thomas Chrétien'];On a red moon night, a succession of strange events are making Ben question what is real and what isn't. As the feeling of being hunted grows, so does the suspicion that it's all connected to the red moon itself.;['Misterio', 'Suspense'];5.0;Red Moon
tt10098116;;;Morten K. Vebjørnsen;['Steinar A. Wedvik', 'Morten K. Vebjørnsen'];A lost soul embarks on a deadly guessing game.;['Fantasía', 'Misterio'];;Encounter Death
tt10098378;;;Cai Tinsley;['Luke Martin', 'Cai Tinsley'];Nick's best friend, Julia, goes missing and things start to unfold.;['Misterio'];15.0;Rightful Retribution
tt10101156;;;Nicholas Bryant;['Nicholas Bryant'];A detective story that spans across the multi-verse.;['Drama', 'Fantasía'];;Everything in this Dream
tt10101280;8.1;81.0;Chandradeep Das;['Chandradeep Das'];An old woman invites a girl and a boy for dinner and plans to poison them, an outrageous act that might stem from a haunted past which maimed her life forever.;['Drama', 'Misterio'];14.0;The Red Cap
tt10100620;5.3;53.0;Dmitriy Kiselev;['Dmitriy Kiselev'];In Chernobyl, the Global Kintech Corporation conducts illegal construction. A special interstate commission is trying to interfere with these plans, but right during a press conference, a group of unknown terrorists attacks its leader.;['Drama', 'Misterio', 'Ciencia ficción'];101.0;Chernobyl: Zona otchuzhdeniya
tt10105344;8.7;87.0;Horia Cucuta;['Ron Riekki'];Frederik's attempts at creating the safest place possible, where he is protected by his lovely walls in a room filled with guns. A story of uNRAveling.;['Comedia', 'Crimen'];2.0;America
tt10109752;3.0;30.0;Jorden Hoover;['Jorden Hoover', 'P. Noah Riley', 'Madyson Pasols'];A found footage Horror sci-fi film which tells the chilling story of a teenage boy and his obsession with UFOLOGY. When he and his younger brother encounter strange lights in the sky, the real terror takes place when he and his family and friends become targeted by possible supernatural beings. Expierence the seventh instalmemt of Jack Hunter's Paranoia Tapes in this ... Leer todo;['Terror', 'Misterio', 'Ciencia ficción'];81.0;Felts Field
tt10107022;7.8;78.0;Olivier Lallart;['Olivier Lallart'];Thomas, un estudiante de diecisiete años, descubre su atracción por Esteban, otro chico de su instituto. El rumor acerca de su homosexualidad se extiende rápido y Thomas empieza a sufrir el peso de la mirada ajena.;['Drama', 'Romance'];35.0;PD
tt10117796;;;Rodrigo Ferrat;['Rodrigo Ferrat'];Felix wakes up in a room he doesn't know with his fiancee Faith being the only reliable source at his disposal - or is she not.;['Misterio', 'Suspense'];4.0;A Prey's Prayer
tt10118088;;;J. Márquez de la Torre;['J. Márquez de la Torre'];;['Misterio', 'Ciencia ficción'];19.0;Memoir Dust
tt10119266;;;Thomas J Armstrong;['Thomas J Armstrong'];A young man encounters someone who has wronged him in the past.;['Misterio'];;Vengo
tt10127944;9.5;95.0;Dmitri Frolov;['Darya Alymova', 'Dmitri Ignatov', 'Yuri Jadrovsky'];Two young men and two girls on a moonlit night confess to each other in their strange fantasies and loves that go beyond the usual standards.;['Musical', 'Misterio'];14.0;Moonlight People
tt10130350;;;Spencer Cohen;['Spencer Cohen', 'Stephen Nunley'];Chay, Regan, and Oz travel back to their family vacation home on what seems to be a whim. The journey through the house becomes an exploration of their lost memories but some memories are better left buried.;['Misterio'];13.0;The Mud
tt10132906;;;Travis Darkow;['Travis Darkow'];A man is plagued with creeping consequences after hitting someone with his car, in the two days after the incident.;['Drama', 'Terror'];17.0;Roadside
tt10141940;;;Lloyd van Boxtel;['Jan-Kees Joosse'];;['Misterio'];;Gesloten Ogen
