ID;Puntuación;Porcentaje;Dirección;Guión;Argumento;Género;Duración;Título
tt10033904;7.4;74.0;Shailesh Narayan Kulkarni;['Shailesh Narayan Kulkarni', 'Prasann Pawar', 'Vaishali Shah'];Spandan is an emotional roller coaster that has elements of laughter, joy, and tears. It showcases how in the modern day the increased usage of social networking platforms has affected the family relationships and how it has created a sense of void among the family members.;['Romance'];142.0;Spandan What is Relationship
tt10033822;;;Jagdish Keshav Vatharkar;['Shashikant Kamble'];;['Romance'];144.0;Premay Namaha
tt10038738;;;Zhenhao Zhao;['Yuenian Su'];;['Comedia', 'Romance'];63.0;Shao nv tian shi
tt0365545;6.4;64.0;Haifaa Al-Mansour;['Adam Brooks', 'Gina Prince-Bythewood', 'Trisha R. Thomas'];Violet Jones, cansada de esperar a que su novio de mucho tiempo le proponga matrimonio, rompe con él. Pero antiguos sentimientos, y sin duda un montón de celos, surgen cuando pronto comienza a salir con otra mujer.;['Comedia', 'Drama', 'Romance'];98.0;Desmelenada
tt10015238;;;Wayne Wilde;['Wayne Wilde'];;['Romance', 'Ciencia ficción'];;Perfect Timing
tt10022338;;;Gemadipada;['Gemadipada', 'Prabu Genta', 'Mika Savitri'];;['Drama', 'Misterio'];;I Love When You Sing to Me
tt10028708;;;Hellene Alabi-Williams;['Hellene Alabi-Williams', 'Neils Williams'];An American one-hit wonder finds love in a Nigerian gospel singer.;['Drama', 'Romance'];87.0;Stay
tt10039472;9.1;91.0;Rupak Sharar;['Rupak Sharar'];;['Romance'];;Premak Basaat
tt10038986;;;Alejandro Marcos;['Myra Eetgerink', 'Anima May'];Imagine to be part of a social experiment that every member is willing to help you.;['Romance'];;Kiss One or Everyone
tt0810836;5.3;53.0;Gregor Jordan;['Jack Thorne', 'Tim Winton'];The stunning landscape of Western Australia is the backdrop for an impassioned tale of love and grief in Gregor Jordan's adaptation of the acclaimed novel by Tim Winton.;['Crimen', 'Drama', 'Romance'];105.0;Dirt Music
tt10003916;;;Rémi Protin;['Stéphane Zuède'];;['Romance'];;Rencontre
tt10006006;5.4;54.0;John Schultz;['Nate Atkins', 'Karen Schaler'];Es Navidad en Aldovia, y todos esperan al bebé real. Amber y Richard acogen a la familia real de un lejano reino para renovar un tratado de paz, pero este desaparece y una antigua maldición amenaza la paz de la familia.;['Familiar', 'Romance'];84.0;Un príncipe de Navidad: Bebé real
tt10010132;;;Jess Taylor;['Quenn Partin', 'Jess Taylor'];;['Comedia', 'Romance'];;All Tied Up
tt10011250;;;Amanda Michelle Tenney;['Amanda Michelle Tenney'];To protect her heart, Sophie is determined to cut ties with the womanizing man she has come to fall in love with, as she can no longer take being one of many.;['Drama', 'Romance'];10.0;Delicious Poison
tt10009342;;;Chunxiao Li;['Tingna Guan', 'Yishan Jiang', 'Xiaobao Song'];;['Comedia', 'Romance'];85.0;Trouble Makers
tt10014580;;;Billy Rudberg;['Sean Walsh'];A dejected man holed up in a motel room, aided by a phone sex operator, attempts reincarnating an absent lover. Ultimately blurring the lines between reality and fiction.;['Drama', 'Romance'];17.0;Hanging on a Telephone
tt10015248;6.7;67.0;Çigdem Bozali;['Çigdem Bozali', 'Elif Akarsu Polat'];"The separation from her first love makes Zeynep into a lonesome woman; trying to find her lost love in letters she writes to prison inmates, she is led to one sentenced to life in prison.";['Drama', 'Romance'];104.0;Kader Postasi
tt10016532;6.4;64.0;Ranjit Jeyakodi;['Ranjit Jeyakodi'];The relationship between a guy and a girl becomes complicated when the latter gets tired of the former's impatient behaviour.;['Drama', 'Romance'];153.0;Ispade Rajavum Idhaya Raniyum
tt10022480;;;James Grimley;['Charlotte Rose Billinghurst', 'Drew Burman', 'Aimee Cassettari'];A lonely and unsettled Sam is looking to find love every New Year's Eve with Rose the call girl. Hiding from their true identities stalls Sam's best efforts, to find out more about his affection towards Rose.;['Drama', 'Romance'];37.0;31st of Decembers
tt10021744;;;Rebecca Ruhm;['Nia Asanza', 'Andrew Thomas'];;['Romance'];;Bittersweet Goodbye
tt10022384;5.5;55.0;Tosca Musk;['Joany Kane', 'Jodi Ellen Malpas'];Basado en el bestseller de la autora Jodi Ellen Malpas.;['Comedia', 'Romance'];126.0;The Protector
tt10038254;8.7;87.0;Michael Ballard;['Michael Ballard'];"Based on true events, a man makes his final promise to his love; a dying girl.";['Drama', 'Romance'];;Tap Tap Tap
tt10044704;6.2;62.0;Jason Paul Laxamana;['Jason Paul Laxamana'];While on vacation in Japan, a Filipina actress meets a young Filipino man.;['Drama', 'Romance'];107.0;Between Maybes
tt10041808;;;Sachin Dheeraj;['Sachin Dheeraj', 'Filip Kovacevic'];Prakash and Geethanjali meet through uncertain circumstances and over the course of a single night embark on a revelatory and lasting adventure.;['Romance'];30.0;Geethanjali
tt10045688;4.8;48.0;Jim Mendrinos;['Jim Mendrinos'];"New Media Comedy presents the most unusual love story of all time. Gail is human. Her new boyfriend is not. Can a woman and a ventriloquist's dummy find true love in NYC? Check out Amanda Nicholas and her co-star ""Jack"" as they give you a taste of the RomCom as you've never seen it before!";['Comedia', 'Romance'];93.0;Gail's New Boyfriend
tt10044560;;;Caroline Field;['Caroline Field'];;['Romance'];;The Robin's Song
tt10044126;;;Harrison Derbyshire;['Harrison Derbyshire'];When Englands best spy and Spains best counterspy fall in love, loyalty to each other will be tested against their loyalty to their governments.;['Acción', 'Drama'];7.0;Duel of the Hearts
tt10043646;;;Julian Berger;['Julian Berger'];After graduating high school, Quinn realizes he has one last chance to tell his long-time crush, Audrey, how he really feels.;['Comedia', 'Romance'];65.0;Odd Love
tt10053058;5.7;57.0;Kamila Andini;['Gabriela Abigail', 'Neennara Boonbithipaisit', 'Dean Fujioka'];Two musician lovers dream of composing a melody that will move the world.;['Drama', 'Romance'];105.0;Angel Sign
tt10054484;;;Jack Riccobono;['Liam Flaherty', 'Hannah Gibson', 'Fayia Kollon'];Fayia is a 16-year-old Liberian refugee living on his own in a United Nations camp set up in Sierra Leone. A child of the wars in both countries, he is a survivor, making a life for himself by harvesting palm wine from the jungle to sell in the nearby city. But he's also just a teenager, looking for love and answers to some of life's big questions. A hybrid film proje... Leer todo;['Romance', 'Bélico'];14.0;Tel God Tenki
tt10055160;6.0;60.0;Nicole Delaney;['Nicole Delaney', 'Sonya Goddy'];THIRSTY tells the story of a mosquito who falls in love with a man after she tastes his blood. Through her eyes we explore the ups and downs of sex, intimacy, love, and a bug's unflinching desire to feel human.;['Comedia', 'Drama'];12.0;Thirsty
tt10055006;;;William Mazzola;['Carol Saraiva'];Maril, a lonely woman, decides to travel to the end of the world to recover from a recent loss.;['Drama', 'Romance'];15.0;Andean Condor
tt10059236;4.9;49.0;Rasoul Sadrameli;['Parviz Shahbazi'];Mahtab and Ava are classmates in their second year of college studying engineering. The story begin when they and other classmates go on a trip to Esfahan.;['Drama', 'Romance'];99.0;Sale dovom daneshkadeh man
tt10060094;5.6;56.0;Monika Mitchell;['Cara J. Russell'];Un caballero medieval inglés es mágicamente transportado al presente, donde se enamora de una profesora de ciencias que no cree en el amor.;['Aventura', 'Comedia', 'Drama'];92.0;El caballero de la Navidad
tt10061682;;;Melissa Pawneshing;['Melissa Pawneshing'];Robot Trash is a sci-fi romance, questioning the meaning of fidelity in the age of AI/Robots, set in the not-so-distant future. The story follows Dale and Claudette, power couple and embracers of the robot revolution, as they reach an impasse when their robot, Io comes between their marriage.;['Romance', 'Ciencia ficción'];;Robot Trash
tt0446792;7.7;77.0;Abbi Lake O'Neill;"[""Abbi Lake O'Neill""]";Kate McCarthy, a former teen sitcom star who trashed her life through drug abuse, is forced to live, fresh out of rehab, on the one remaining piece of property, her business manager, Charlie has kept out of foreclosure - a run-down apartment building in east L.A. With her one remaining trendy friend, Claire, who's still an addict and trapped in a loveless marriage, th... Leer todo;['Comedia', 'Drama', 'Romance'];;Surviving in L.A.
tt10023074;;;Corentin Rousseaux;['Nathaniel Grabli', 'Kally Remond'];;['Drama', 'Romance'];19.0;Drop
tt10023172;5.4;54.0;Danielle Arbid;['Danielle Arbid', 'Annie Ernaux'];Una madre cae en una adictiva relación con un diplomático ruso con el que no tiene nada en común.;['Drama', 'Romance'];99.0;Passion simple
tt10022726;5.9;59.0;Kayode Kasum;['Adaora Udeh'];....is a narrative that takes place over the life span of a married couple, their adorable love story starting from how they meet as youths, become friends, their courtship, their marriage and the difficulties they encounter.. they can't imagine their lives without each other until the hiccups and road bumps life throws at them. they struggle to get through the rough ... Leer todo;['Drama', 'Romance'];86.0;Sweet Face
tt10023024;4.7;47.0;Imtiaz Ali;['Imtiaz Ali', 'Wajid Shaikh'];Dos individuos en un viaje de amor, pérdida y vida a través de las fases de la reencarnación.;['Drama', 'Romance'];142.0;Love Aaj Kal 2
tt10042590;5.9;59.0;Carlos Sedes;['Ramón Campos', 'Javier Chacártegui', 'Salvador S. Molina'];En 1998, Isabel es una estudiante de periodismo en prácticas en Galicia que encuentra un obituario anónimo dedicado a Lucía, una historia de amor, amistad y traición que nos remonta a 1958.;['Drama', 'Romance'];119.0;El verano que vivimos
tt10039524;5.3;53.0;Zeina Durra;['Zeina Durra'];Cuando la trabajadora humanitaria británica Hana regresa a la antigua ciudad de Luxor, se encuentra con su ex amante Sultan. Ella lucha por reconciliar las elecciones del pasado con la incertidumbre del presente.;['Drama', 'Romance'];85.0;Luxor
tt10050326;9.4;94.0;Livia Coullias Blanc;['Livia Coullias Blanc', 'Sophie Lane Curtis'];A tragic, yet inspiring love story between a young actress and young filmmaker, whose relationship blurs the line between what transpires within the movie screen versus in reality, pushing their artistic endeavor to the brink as they try to create something worthwhile together.;['Romance'];20.0;Entree Des Artists
tt10049262;4.6;46.0;Theodore Boborol;['Daisy Cayanan', 'Marionne Dominique Mancol'];It follows Pat Reyes who is a hardworking hostel manager and online vegetable seller who trains her boss' hardheaded and exiled grandson as a hostel employee.;['Comedia', 'Romance'];107.0;James & Pat & Dave
tt10055872;7.1;71.0;Juan Ros;['Juan Ros'];Allan and Ellen are living a serious crisis in their life after many years together. Through their subconscious they will travel together to a desert with the intention of recovering their lost love.;['Romance'];39.0;Allan Ellen
tt10058946;6.3;63.0;Mohammad Hormozi;['Mohammad Hormozi'];Music is the language of the human soul.;['Drama', 'Música'];16.0;Inner Self
tt10075442;6.8;68.0;Thatchaphong Suphasri;['Apichet Kamphu', 'Kiat Songsanant'];In a love triangle that miraculously mirrors her mother's romance years ago, a young woman lets her heart lead.;['Drama', 'Romance'];123.0;Classic Again
tt10080196;;;Ron Hand Jr.;;;['Romance'];;Romance Story
tt10080092;4.7;47.0;Xu Zhanxiong;['Xu Zhanxiong'];In the 1990s, the two girls and a boy who first entered the society tested the incredible destiny they experienced in the pursuit of a new life. In the flourishing 1990s, they rose up with the dream and they survived.;['Drama', 'Romance'];112.0;Qiao mai feng zhang
tt10085194;;;Eric Edwards;['Eric Edwards'];;['Biografía', 'Comedia', 'Romance'];45.0;What Men Don't Know About Women
tt10107222;6.5;65.0;Leonie Krippendorff;['Leonie Krippendorff'];Berlín-Kreuzberg es el microcosmos de Nora. Nora, la observadora silenciosa, que nos acompaña en fiestas, en la escuela, en la piscina, en los tejados y en los apartamentos, presenciando eventos que se desvanecen en la luz del verano.;['Drama', 'Romance'];99.0;El despertar de Nora
tt10127760;7.4;74.0;Milan Trenc;['Petar Hektorovic', 'Milan Trenc'];A nobleman poet embarks on a boat trip with two local fishermen. As they hop the bucolic islands, he recalls his youthful tragic love and his artistic impotence while the uneasy relationship with common fishermen evolves..;['Biografía', 'Drama', 'Romance'];97.0;Ribanje i ribarsko prigovaranje
tt10138068;;;Sebastian Jobst;['Jannis Hain', 'Daphne Heil', 'Sebastian Jobst'];;['Drama', 'Romance'];87.0;Schmetterlinge
tt10147962;;;Jithin Lal;['Christy Sebastian'];Maravairi accentuates queer pride and celebrates Diversity and Inclusiveness. We embrace the bold legacy of LGBTQ while attempting a conceptual divergence from usual portrayal of Indian Classical Music.;['Drama', 'Música'];;Maravairi
tt10155378;;;Aileen Sheedy;['Maren Curtis', 'Kevin Swanson'];After a failed attempt to reconnect, a gamer's frustrated wife decides to build him a game of her own with real-life stakes.;['Acción', 'Comedia'];;The Legend of Stella
tt10166648;;;Samantha Nolte;['Bobby McGruther'];After being gone for eleven years, a burnt out hardcore vocalist returns to his small, New Jersey hometown, in the wake of his father's death during the holidays.;['Comedia', 'Drama', 'Romance'];;Fair Haven
tt10198064;7.5;75.0;Christian Igbinovia;['Christian Igbinovia'];This is the story of a young, immigrant couple, whose love is tested by real life struggles and challenges on a foreign soil.;['Drama', 'Romance'];106.0;The Love Between Us
tt1020581;;;Fortune Features;;;['Drama', 'Misterio', 'Romance'];;The Method
tt10218912;4.6;46.0;Anthony Bawn;['Anthony Bawn'];A story of a young man running from the truth about his childhood returns in order to correct his past but ends up discovering a side of himself that he suppressed.;['Drama', 'Fantasía', 'Romance'];62.0;As I Am
tt10221140;6.2;62.0;Matthew Puccini;['Matthew Puccini'];Marco cuts class to spend the afternoon with his boyfriend, Graham. Things do not go as planned.;['Drama', 'Romance'];11.0;Dirty
tt10228546;6.3;63.0;Takahiro Miki;['Takahiro Miki', 'Io Sakisaka', 'Yôko Yoneuchiyama'];Los amores de cuatro escolares: un romántico, un pragmático, un cabeza hueca y un lotario.;['Drama', 'Romance'];124.0;Omoi, Omoware, Furi, Furare
tt10230010;;;Ryan Lesica;['Ryan Lesica', 'Donovan Russo'];A broken couple inevitably question the meaning of their relationship while on a drive.;['Drama', 'Romance'];;Sparks
tt10229982;6.7;67.0;Katie Found;['Katie Found'];Claudia, de dieciséis años, creció aislada del mundo. Encerrada en una propiedad remota después de la muerte de su madre, se sorprende cuando Grace, una animada adolescente local, aparece en el jardín como un soplo de aire fresco.;['Drama', 'Romance'];80.0;My First Summer
tt10230492;5.6;56.0;Tommy Walton;['Jody Thompson'];Después de quedarse en el altar, el padrino de boda de Pete le dio un regalo de bodas que nunca olvidará.;['Comedia', 'Romance'];82.0;Still Today
tt10235718;4.8;48.0;Dennis Dugan;['Eileen Conn', 'Dennis Dugan', 'Larry Miller'];Varios relatos de las personas que trabajan en bodas para crear el día perfecto para una pareja amorosa, mientras que sus propias relaciones son extravagantes, extrañas, locas y lejos de ser perfectas.;['Comedia', 'Romance'];96.0;Amor, bodas y otros desastres
tt10247640;;;Magdolna Cecília Eröss;['Mario Lagó', 'Miron Manega'];;['Aventura', 'Comedia', 'Drama'];;The Perfect Mistress IV: Heartbreaker
tt10265766;;;Alex Molico;['Mario Lagó', 'Miron Manega', 'Christopher Pulha'];;['Aventura', 'Comedia', 'Drama'];;Sex Spirits
tt10280276;4.2;42.0;David Dhawan;['Rumi Jaffery', 'Farhad Samji'];Para vengarse de una familia rica, un hombre se hace pasar por millonario para pedir la mano de su hija. Cuando su trama es descubierta, finge tener un hermano gemelo, y así las mentiras se empiezan a amontonar.;['Acción', 'Comedia', 'Romance'];134.0;Coolie No. 1
tt10283376;;;Wendy Faraone;['Elizabeth Mihelich'];;['Romance'];;The First Noelle
tt10289870;;;Ismail Mostafanejad;['Ismail Mostafanejad'];"Despite the 20 years between them, they are in love; even after their split, their love endures.";['Drama', 'Romance'];44.0;Love and age
tt10298824;;;Helen Rollins;['Helen Rollins', 'Adrian Romero'];When an impassioned couple returns from a date, a series of surreal happenings prevents them from reaching the bedroom.;['Fantasía', 'Música'];;Extimacy
tt10299280;9.2;92.0;Gregory Terlecki;['Gregory Terlecki'];"An anniversary nears for isolated caregiver and failed artist Alice Briggs: her ten year curse. Escaping it in drink, dance, and dangerous letter writing, a guest threatens her Devil's Tail world. Click ""External sites"" official trailer.";['Drama', 'Romance'];36.0;The Devil's Tail
tt10307764;6.1;61.0;Natalia Andreadis;['Natalia Andreadis', 'Richard F. Russell'];Joe and Connie's awkward blind date takes an interesting turn when they discover that they share the same magical ability.;['Romance'];9.0;How Can I Forget
tt10309906;5.8;58.0;Hitesh Kewalya;['Hitesh Kewalya'];El camino hacia un final feliz para Kartik y Aman es rocoso. La familia de Aman intenta romper su amor por Kartik, pero este no se dará por vencido hasta casarse con su chico.;['Comedia', 'Crimen', 'Romance'];117.0;Shubh Mangal Zyada Saavdhan
tt10313944;5.5;55.0;Rishav Ghosh;['Rishav Ghosh'];A hoichoi original short about a lonely young woman facing harassment and bullying. Will an invisible friend help her? Watch the new Bengali movie on hoichoi.;['Drama', 'Romance'];31.0;Synthetic Sati
tt10328320;4.7;47.0;Brad Johnson;['Sally Meyer'];Un chico torpe se ve obligado a salir de su caparazón cuando su némesis de la escuela regresa a la ciudad e intenta robar a su novia.;['Comedia', 'Romance'];87.0;The Christmas Project 2
tt10329566;6.0;60.0;Bruno Garotti;['Bruno Garotti', 'Sylvio Gonçalves'];El niño rico está decidido a demostrarle su valía a Paula, su pareja. Pero cuando le dice que creció pobre, la mentira se descontrola.;['Comedia', 'Romance'];104.0;Ricos de amor
tt10329134;7.3;73.0;Kuang-Hui Liu;['Yu-Ning Chu'];En 1987, cuando la ley marcial llega a su fin en Taiwan, Jia-han y Birdy se enamoran rodeados de presiones familiares, homofobia y estigma social.;['Drama', 'Romance'];118.0;Llevo tu nombre grabado
tt10334148;5.4;54.0;Edward Hall;['Nick Moorcroft', 'Meg Leonard', 'Piers Ashworth'];Un médium espiritista sostiene una sesión para un escritor que sufre de bloqueo, pero accidentalmente invoca el espíritu de su primera esposa fallecida, lo que lleva a un triángulo amoroso cada vez más complejo con su actual esposa.;['Comedia', 'Fantasía', 'Romance'];99.0;Un espíritu burlón
tt10345102;6.8;68.0;Cody Clarke;['Cody Clarke'];Travis, a 20-something, spends his days and nights hooking up with women off a dating app. During one such encounter he discovers a songwriting savant and they start a band, which causes problems for their burgeoning romantic relationship.;['Romance'];94.0;Strummer
tt10358022;5.7;57.0;Simon Verhoeven;['Simon Verhoeven'];Un bartender conoce a la mujer de sus sueños, a través de una serie de coincidencias. Los dos se encuentran para una cita, una velada romántica perfecta por el momento.;['Comedia', 'Romance'];111.0;Nightlife
tt10362466;5.1;51.0;Roger Kumble;['Anna Todd', 'Mario Celaya'];"Secuela de la película ""After"", basada en el libro del mismo nombre.";['Drama', 'Romance'];105.0;After. En mil pedazos
tt10368460;4.1;41.0;Giuliana Gamba;['Giuliana Gamba', 'Francesco Ranieri Martinotti'];Irma, Eugenia, Miranda and Rina are four different women, each with their character, their weaknesses and their eccentricities, but linked by a deep and lasting knowledge over time, united and marked by their indispensable games. cards.;['Comedia', 'Romance'];90.0;Burraco fatale
tt10375300;5.5;55.0;Lou Blackmon;['Nathan Liu'];Izumi and Alex go about their mundane existences while quietly refusing to give into mandates of the new dystopian society - namely undergoing a surgical treatment that renders the brain incapable of dreaming.;['Romance', 'Ciencia ficción'];13.0;Call the Sandman
tt10373830;5.2;52.0;Boaz Yakin;['Boaz Yakin'];Tras conocerse online, los amantes transatlánticos Aviva y Eden se embarcan en un cortejo tumultuoso, una historia de amor, un matrimonio, una separación y un intento de reunión.;['Drama', 'Música', 'Romance'];116.0;Aviva
tt10379394;;;Brendan Heidner;['Tobiah Powell'];;['Romance'];;Ring by Spring
tt10399674;3.5;35.0;Kasia Adamik;['Kasia Adamik', 'Joanna Bator', 'Olga Chajdas'];Cinco historias sobre temas de mujeres, vagamente conectadas y con un elemento erótico.;['Drama', 'Misterio', 'Romance'];137.0;Erotica 2022
tt10408944;3.8;38.0;Randolph Sternberg;['J.J. Randolph', 'Randy Sternberg'];While he recovers from a bad injury, a baseball player meets again his former love and starts to believe that something is still there that can change their lives.;['Romance'];97.0;Romance in the Outfield: Double Play
tt10409290;;;Karina Noelle Castillo;['Karina Noelle Castillo'];Two young adults try to manage their complicated feelings in the midst of a passionate but ultimately doomed romance.;['Drama', 'Romance'];12.0;Outside Your Door
tt10413882;;;Scout Tafoya;['Scout Tafoya'];After losing the love of his life a young man kills himself and is then reincarnated as a bridge for 100 years.;['Drama', 'Fantasía', 'Romance'];130.0;Zona Seyl
tt10420532;7.1;71.0;Ipek Sorak;['Nuran Evren Sit', 'Ipek Sorak'];An unforgettable love that overcomes all obstacles, even time, distance and falling apart.;['Drama', 'Romance'];124.0;Ask Tesadüfleri Sever 2
tt10423468;;;Evangelea Lea Bournakas;['Evangelea Lea Bournakas'];A story about love and betrayal.;['Romance'];;Betrayal of Love
tt10423590;8.7;87.0;Keith D. Bracker;['Cherry Fu'];My body . his drugs ,his lies , is all from the person I love , I feel like dying everyday .;['Drama', 'Romance'];14.0;The Formerly Session
tt10432538;;;Anna Rezan;['Nikos Ellinikakis', 'Bianca Nikolarizi', 'Anna Rezan'];;['Comedia', 'Musical'];;Celebrating Life
tt10436976;;;Blair Cannon;['Blair Cannon', 'Olivia Sulkowicz'];After decades of making space for others, an East Asian grandmother finally begins to explore her romantic and sexual self.;['Romance'];13.0;Keep Warm
tt10441806;5.6;56.0;Caner Özyurtlu;['Meliksah Altuntas', 'Berrak Tüzünataç', 'Caner Özyurtlu'];A group of old friends get together to be with their beloved aunt/grandmother who took care of them when they were kids for her last days. And things get complicated.;['Comedia', 'Drama', 'Romance'];121.0;Biz Böyleyiz
tt10444158;;;Dean Leon Anderson;['Dean Leon Anderson'];A love story, chronicling the life of an Irish woman marrying a black professional boxer in Britain during the early 1950's, and the joys and challenges they faced together.;['Documental', 'Animación'];3.0;My Time with Joe
tt10453758;;;Johanna Boyer-Dilolo;['Johanna Boyer-Dilolo'];In the high school basketball team, Gaby is indisputable holder and Juliette her eternal substitute, until the day when their rivalry takes them to a new playground.;['Romance', 'Deporte'];24.0;Entre-deux
tt10453988;;;Karynn Greene;['Karynn Greene'];A coming of age story centered on the curious Indiyah as she navigates love and lust with the help of her closest friends, the distant guidance of her mother, and her infatuation with art.;['Comedia', 'Drama'];40.0;Strings
tt10457128;6.9;69.0;François Ozon;['Aidan Chambers', 'François Ozon'];Un joven de 16 años en la costa de Normandía en los 80 no sueña ni con un mejor amigo, ni con un pacto adolescente, ni con aventuras de verano en moto o en barco, sino con la muerte. De vacaciones, Alexis comienza a conocerse a sí mismo.;['Drama', 'Romance'];101.0;Verano del 85
tt10456640;6.7;67.0;Anusorn Soisa-Ngim;['Anusorn Soisa-Ngim'];"Present Still Perfect is the sequel to its first chapter when ""Toey"" fall in love with ""Oat"", the cool guy who was about to get married. That journey had been hurting ""Toey"" and caused him so many questions. Four years later, he accidentally met Oat at the airport. All the pains came back to him once again. As a result, he decided to go rest his heart at ""Koh Kood"", T... Leer todo";['Comedia', 'Drama', 'Romance'];114.0;Present Still Perfect
tt10462412;;;Kurt MacCarley;['Kurt MacCarley'];A World of Luxury and Dreams. Reality, but fantasy. In this world, everything is high-fashion and elegance on the surface, but, underneath it, there's accumulation of failure and heartbreak.;['Romance'];;Shanghai Cinderella
tt10458950;6.4;64.0;Mike Jeffers;['Tonja Ayers', 'Richard Bass', 'Richard A. Bass'];Learning to love again is a challenging task, and even more challenging when running your own business. Will the past of Ashley Valentine cause her to miss out on love? Or will she recognize the love that's been there all along?;['Romance'];88.0;Chocolate Kiss
tt10464702;7.0;70.0;Livia Huang;['Livia Huang'];Two boys spend one last night together in Brooklyn.;['Drama', 'Romance'];9.0;Who Can Predict What Will Move You
tt10467054;6.5;65.0;Takahisa Zeze;['Tamio Hayashi'];Ren Takahashi and Aoi Sonoda are both children of the 1980s having been born in 1989. They met in 2002 and got to know love and lust at that young age through each other. As it so often happens at that age they went their separate ways only to reunite at the age of twenty one. Fate repeated itself. They are thirty-one years old and meeting again. What will be differen... Leer todo;['Romance'];130.0;Yarn
tt10471520;;;Denzel Watson;['Denzel Watson'];Three years after accidentally killing her husband, a motel receptionist falls in love with a handsome guest.;['Romance', 'Suspense'];13.0;Inn Love
tt10475624;;;Ace Hicks;['Ace Hicks'];Grace and James, an indie punk rock duo from Canada have big plans for their upcoming album, but even bigger news is on the way.;['Comedia', 'Drama'];10.0;Take Care of Me
tt10481968;;;Rosario Scandura;['Rosario Scandura'];The Lion Rock is a movie rich with nostalgia, sweetness, drama and comedy. The main character Saro, is a 10 year old boy who lives in a small fishing village named Santa Maria La Scala in Sicily (Italy). Saro has a secret friend, a sea-rock. It is here where Saro ventures at night, pulled by the sound of the crashing waves and pale moon reflecting off the clear water.... Leer todo;['Comedia', 'Drama', 'Romance'];97.0;The Lion Rock
